Date,Country_of_Origin,Country_of_Destination,Product_Category,Trade_Value,Trade_Volume
2011-07-20,Russia,Brazil,Pharmaceuticals,826.43,1052.0
2014-08-06,Germany,France,Electronics,7342.86,578.0
2011-02-06,Italy,USA,Machinery,5736.13,79.0
2017-11-22,Brazil,Russia,Electronics,6067.65,1082.0
2013-10-17,India,Russia,Food,2266.77,948.0
2019-10-28,Germany,USA,Food,3885.85,82.0
2013-12-17,China,Japan,Electronics,7278.4,21.0
2016-12-16,Italy,USA,Textiles,3094.13,275.0
2015-08-14,Russia,France,Chemicals,11111.67,1318.0
2010-10-08,Germany,Brazil,Machinery,2966.14,102.0
2018-06-07,Brazil,France,Machinery,1115.47,945.0
2015-02-24,India,Italy,Textiles,35338.54,953.0
2013-05-12,Russia,China,Textiles,7817.48,33.0
2022-06-16,Russia,Canada,Pharmaceuticals,8249.43,13.0
2011-06-13,China,France,Food,4590.07,328.0
2019-06-24,China,Germany,Machinery,3520.43,248.0
2018-02-27,China,Canada,Pharmaceuticals,3583.33,1846.0
2019-06-30,Russia,Brazil,Pharmaceuticals,7305.52,664.0
2022-06-27,Germany,Russia,Vehicles,1851.97,624.0
2018-07-26,Italy,Japan,Machinery,11821.71,678.0
2022-02-02,China,France,Pharmaceuticals,6591.94,897.0
2016-08-17,USA,Brazil,Pharmaceuticals,8527.72,13.0
2022-06-02,Japan,Brazil,Vehicles,8191.51,14.0
2022-11-15,Brazil,Italy,Chemicals,1443.3,134.0
2010-01-08,USA,Russia,Machinery,4187.08,176.0
2018-01-14,USA,Japan,Food,17783.68,16.0
2022-05-03,Italy,Germany,Machinery,5121.38,213.0
2010-07-27,France,Germany,Chemicals,616.28,434.0
2010-12-11,Canada,Italy,Machinery,22220.09,1006.0
2011-12-01,USA,India,Electronics,3491.31,115.0
2021-06-26,USA,Russia,Electronics,1430.95,54.0
2020-03-08,Russia,Italy,Food,10901.27,563.0
2013-11-25,India,Germany,Chemicals,2792.76,1318.0
2015-09-29,Germany,Russia,Chemicals,2427.98,2384.0
2011-08-30,China,Germany,Chemicals,1463.02,147.0
2022-03-10,USA,Brazil,Electronics,29945.53,385.0
2017-03-15,Italy,Russia,Pharmaceuticals,8292.15,180.0
2014-05-10,Italy,Japan,Chemicals,577.7,462.0
2011-11-09,France,Brazil,Pharmaceuticals,13426.66,10.0
2016-07-26,France,Canada,Vehicles,2972.9,105.0
2019-09-26,Russia,Japan,Vehicles,3062.91,641.0
2015-09-24,Germany,France,Pharmaceuticals,6057.84,334.0
2018-03-10,Italy,France,Electronics,10400.79,101.0
2018-04-21,Russia,Italy,Electronics,4775.18,10.0
2018-12-08,Brazil,Canada,Chemicals,21331.74,1050.0
2012-07-25,USA,China,Pharmaceuticals,19388.21,1623.0
2013-04-13,China,Brazil,Chemicals,13956.34,129.0
2016-06-21,India,Canada,Textiles,3687.28,1794.0
2015-01-15,Brazil,Canada,Machinery,19332.29,291.0
2021-11-03,India,Canada,Electronics,6133.39,242.0
2016-08-22,Russia,USA,Chemicals,368.72,248.0
2011-09-25,Brazil,Germany,Pharmaceuticals,458.89,1776.0
2021-12-30,Russia,Canada,Electronics,9099.47,307.0
2019-01-01,Canada,Russia,Food,34427.67,141.0
2014-07-22,Italy,China,Machinery,8014.53,160.0
2011-02-09,China,India,Pharmaceuticals,17304.57,81.0
2011-06-20,Russia,USA,Electronics,1807.52,909.0
2014-01-17,Brazil,Japan,Electronics,1924.72,707.0
2014-07-20,Italy,USA,Machinery,4135.96,421.0
2015-05-01,France,USA,Chemicals,3362.59,693.0
2020-01-05,Italy,Canada,Pharmaceuticals,2053.59,600.0
2016-05-15,Russia,Canada,Electronics,17978.46,695.0
2020-12-14,France,Germany,Chemicals,15363.67,1464.0
2019-07-12,USA,Brazil,Electronics,7032.52,522.0
2021-01-12,Russia,Brazil,Food,46920.2,825.0
2021-05-17,USA,Brazil,Machinery,9483.14,1744.0
2012-05-22,France,China,Chemicals,2748.78,393.0
2012-01-05,Germany,USA,Pharmaceuticals,1465.69,6.0
2014-07-17,Italy,Germany,Vehicles,2666.62,255.0
2011-08-16,Germany,Japan,Machinery,2069.81,414.0
2021-12-11,France,Russia,Machinery,2422.08,748.0
2017-11-18,Japan,Brazil,Pharmaceuticals,627.48,188.0
2011-12-06,Russia,France,Vehicles,16787.23,31.0
2013-10-18,Brazil,Germany,Chemicals,14940.76,28.0
2012-02-22,Canada,USA,Electronics,2169.94,629.0
2014-03-23,Canada,Germany,Vehicles,24836.83,20.0
2017-12-17,Japan,India,Vehicles,4706.31,101.0
2011-02-12,India,Germany,Textiles,4192.89,207.0
2017-01-28,Brazil,Russia,Textiles,5738.83,404.0
2010-05-03,India,Brazil,Vehicles,6583.99,1428.0
2019-05-05,China,USA,Electronics,10426.1,335.0
2016-10-15,India,Russia,Food,11127.46,660.0
2019-07-04,Canada,China,Chemicals,5947.66,541.0
2011-03-31,Italy,India,Chemicals,7662.0,192.0
2017-11-30,France,USA,Chemicals,321.67,131.0
2016-11-29,Brazil,USA,Machinery,10677.86,704.0
2021-11-18,Russia,France,Chemicals,5874.75,215.0
2012-04-21,Japan,USA,Chemicals,36891.69,804.0
2018-08-01,Italy,Germany,Textiles,15262.55,231.0
2011-03-24,USA,Italy,Food,5901.28,979.0
2016-03-27,USA,Japan,Food,4021.05,451.0
2012-07-31,India,Italy,Food,2521.66,752.0
2015-01-16,China,Germany,Machinery,14285.74,122.0
2017-05-04,France,Germany,Electronics,5785.92,1161.0
2020-12-16,China,Germany,Electronics,2859.7,19.0
2017-04-15,Brazil,India,Machinery,14667.57,411.0
2011-04-11,USA,China,Electronics,1986.59,389.0
2018-03-14,India,Japan,Vehicles,12476.91,45.0
2012-08-13,Italy,India,Electronics,5142.19,288.0
2021-04-11,USA,Russia,Vehicles,31425.24,98.0
2017-08-15,Brazil,Germany,Chemicals,5752.91,776.0
2022-11-19,Canada,USA,Machinery,8646.71,316.0
2020-06-08,Russia,Japan,Machinery,20188.86,149.0
2021-08-24,Italy,USA,Machinery,23945.94,347.0
2017-10-31,France,Canada,Electronics,928.08,401.0
2016-04-02,China,Brazil,Chemicals,10374.75,311.0
2014-07-19,Italy,Canada,Pharmaceuticals,6102.32,1008.0
2013-10-08,Canada,USA,Electronics,13963.51,170.0
2011-03-23,France,Japan,Textiles,8503.89,695.0
2019-09-02,China,Canada,Chemicals,5341.74,379.0
2013-09-21,Canada,Italy,Textiles,10583.16,170.0
2012-03-15,Italy,USA,Chemicals,6588.14,731.0
2021-10-05,Italy,France,Food,10418.95,347.0
2015-04-19,Italy,Canada,Vehicles,11003.51,635.0
2016-03-05,Russia,Japan,Chemicals,5806.62,208.0
2022-06-23,Japan,Russia,Food,4699.93,1512.0
2011-02-06,Russia,China,Machinery,542.13,107.0
2018-11-06,India,Italy,Machinery,17425.28,63.0
2011-05-26,USA,Germany,Chemicals,15426.03,515.0
2022-03-20,Italy,China,Food,12266.15,1283.0
2010-12-02,India,China,Electronics,16351.95,144.0
2018-09-12,Russia,Canada,Pharmaceuticals,11232.09,205.0
2017-10-12,Italy,USA,Food,31218.81,171.0
2013-09-09,Germany,Italy,Machinery,7875.07,314.0
2016-09-08,France,USA,Machinery,15028.23,293.0
2021-01-18,Germany,Brazil,Chemicals,379.06,493.0
2020-08-01,India,Italy,Pharmaceuticals,10371.56,426.0
2021-09-15,France,Canada,Vehicles,4131.59,50.0
2017-11-12,USA,Brazil,Pharmaceuticals,5781.26,58.0
2012-04-07,Russia,USA,Food,18043.98,143.0
2017-02-26,Italy,Brazil,Pharmaceuticals,755.78,256.0
2012-04-04,Canada,Brazil,Chemicals,65424.96,140.0
2011-01-13,Brazil,Italy,Electronics,1907.66,58.0
2011-08-06,Japan,India,Textiles,40718.4,716.0
2017-07-16,Russia,Japan,Machinery,8884.76,3.0
2017-10-27,Russia,Italy,Electronics,1142.28,400.0
2011-08-16,India,Russia,Chemicals,3403.03,477.0
2021-12-30,China,Brazil,Textiles,19806.97,59.0
2018-09-03,Canada,India,Chemicals,22672.12,318.0
2020-01-23,France,USA,Electronics,5781.78,544.0
2018-02-20,Russia,India,Electronics,587.23,189.0
2022-09-01,Italy,India,Vehicles,4935.06,350.0
2019-09-25,Canada,USA,Textiles,725.51,482.0
2015-07-16,Canada,Brazil,Electronics,21617.14,28.0
2020-02-05,India,USA,Machinery,12310.06,842.0
2013-06-27,Italy,Brazil,Electronics,1710.19,104.0
2015-08-03,Japan,Brazil,Pharmaceuticals,4732.32,277.0
2016-01-21,USA,India,Electronics,3484.2,75.0
2011-03-07,Japan,India,Electronics,32200.87,670.0
2010-09-24,Brazil,France,Food,14714.95,433.0
2013-07-03,Japan,France,Machinery,13018.93,713.0
2019-09-13,Russia,USA,Electronics,10567.51,194.0
2019-01-14,Brazil,USA,Vehicles,6984.57,274.0
2019-06-15,India,Canada,Textiles,1659.83,133.0
2020-11-30,USA,Canada,Vehicles,6613.77,287.0
2019-06-29,USA,Brazil,Electronics,4326.99,62.0
2020-08-18,Japan,India,Textiles,5462.77,339.0
2014-09-20,Japan,China,Chemicals,5010.31,401.0
2016-11-03,USA,Italy,Textiles,7945.19,166.0
2021-01-08,Japan,Germany,Textiles,3109.55,14.0
2017-09-29,India,France,Machinery,8306.42,573.0
2015-10-12,France,Germany,Chemicals,7180.94,200.0
2014-08-17,Germany,France,Food,16011.52,410.0
2019-07-18,Canada,Italy,Electronics,7705.15,614.0
2011-07-20,France,China,Food,3505.84,575.0
2012-02-16,Canada,China,Textiles,1759.29,189.0
2022-07-30,Japan,Germany,Food,8466.71,264.0
2022-04-21,China,Russia,Pharmaceuticals,1517.9,2.0
2018-05-06,India,China,Textiles,1919.29,668.0
2014-12-01,Japan,Canada,Electronics,19184.16,469.0
2010-02-25,Italy,France,Machinery,9055.91,236.0
2018-07-28,Italy,Russia,Textiles,18988.92,506.0
2015-02-24,Brazil,Germany,Pharmaceuticals,4715.67,143.0
2011-01-05,Brazil,Italy,Chemicals,3683.78,284.0
2010-09-09,Brazil,USA,Chemicals,9554.88,20.0
2017-10-09,China,Canada,Pharmaceuticals,2258.26,972.0
2021-03-20,Japan,Italy,Chemicals,2715.09,844.0
2021-05-23,India,Italy,Textiles,56212.18,93.0
2010-08-18,USA,Italy,Electronics,3742.71,1270.0
2022-09-18,Canada,Italy,Food,28.53,206.0
2016-04-27,Brazil,China,Vehicles,7012.76,220.0
2013-06-29,Japan,USA,Vehicles,2271.72,122.0
2010-11-11,China,Italy,Machinery,1931.72,132.0
2017-06-27,USA,China,Food,36898.44,31.0
2015-06-17,France,Italy,Chemicals,14056.02,929.0
2016-07-27,Brazil,India,Food,5428.54,200.0
2020-07-25,France,Canada,Machinery,3766.47,294.0
2013-12-19,Brazil,Germany,Pharmaceuticals,5149.4,2.0
2022-11-12,Russia,Japan,Food,15296.04,37.0
2022-11-17,India,France,Food,3170.45,838.0
2015-11-13,Russia,Canada,Textiles,2203.85,395.0
2022-08-17,Italy,Brazil,Food,6828.25,339.0
2015-06-15,Canada,Brazil,Machinery,11552.81,97.0
2013-10-17,USA,France,Machinery,3136.52,306.0
2015-01-24,China,Italy,Machinery,182.39,219.0
2016-09-06,France,USA,Machinery,1557.82,770.0
2015-01-04,China,Japan,Machinery,16569.55,557.0
2022-09-13,India,Japan,Electronics,8231.87,272.0
2022-03-22,Germany,Italy,Textiles,5549.96,199.0
2013-12-22,Brazil,Russia,Pharmaceuticals,48433.93,168.0
2013-06-06,Germany,Russia,Textiles,1484.44,1103.0
2010-05-08,Canada,France,Pharmaceuticals,4887.67,84.0
2017-08-05,Russia,Italy,Electronics,4597.3,896.0
2020-11-02,Italy,France,Chemicals,1858.12,61.0
2019-09-16,Brazil,Japan,Electronics,6576.21,249.0
2018-12-04,Brazil,USA,Pharmaceuticals,1909.48,100.0
2010-08-28,China,Italy,Electronics,1078.6,565.0
2022-09-04,India,Brazil,Machinery,2067.72,691.0
2011-10-24,Brazil,Italy,Machinery,4802.13,630.0
2019-04-17,China,India,Pharmaceuticals,5452.5,91.0
2013-02-02,Italy,China,Electronics,21925.6,123.0
2013-06-16,India,Russia,Machinery,7844.91,320.0
2021-09-24,France,India,Pharmaceuticals,9503.33,709.0
2015-07-21,India,China,Textiles,10241.65,144.0
2015-07-07,Russia,Italy,Food,7218.47,551.0
2015-04-14,China,Germany,Electronics,12817.56,439.0
2014-10-11,Brazil,Germany,Machinery,9744.36,1756.0
2016-02-22,Russia,Italy,Vehicles,1099.34,264.0
2018-09-22,USA,Japan,Food,5136.38,164.0
2019-08-31,India,Italy,Food,35267.79,835.0
2019-10-10,India,France,Food,21131.18,184.0
2016-12-31,India,Brazil,Textiles,12651.15,39.0
2011-11-04,Italy,China,Food,6124.23,256.0
2022-09-12,China,Japan,Vehicles,1999.26,77.0
2013-10-02,Italy,India,Machinery,173.3,592.0
2017-03-23,Russia,India,Electronics,82.25,331.0
2016-11-27,China,Canada,Machinery,4180.05,492.0
2018-01-02,Canada,France,Textiles,13468.4,51.0
2019-03-21,France,India,Machinery,3180.97,156.0
2018-10-16,Canada,Russia,Food,285.38,381.0
2014-04-08,Brazil,Germany,Textiles,83.53,1740.0
2012-11-04,USA,Japan,Vehicles,845.18,1670.0
2012-07-15,Japan,India,Food,15056.56,474.0
2019-09-08,France,Italy,Food,2368.14,1201.0
2018-07-10,Japan,Germany,Textiles,2527.59,305.0
2015-02-26,Russia,India,Electronics,25562.05,220.0
2020-03-23,China,Italy,Chemicals,15597.82,783.0
2010-01-05,Italy,Canada,Pharmaceuticals,18123.6,923.0
2014-02-03,India,Italy,Electronics,7125.08,23.0
2014-05-25,India,Germany,Machinery,21476.15,115.0
2014-07-05,Brazil,India,Vehicles,4136.05,1069.0
2011-05-18,Germany,Japan,Textiles,2845.3,60.0
2016-09-26,India,USA,Chemicals,4931.17,233.0
2021-05-06,France,Germany,Electronics,4589.84,259.0
2022-03-22,Japan,Canada,Vehicles,12055.74,153.0
2021-09-28,India,Russia,Chemicals,5035.89,8.0
2014-10-25,India,Germany,Electronics,1772.01,276.0
2016-03-20,Italy,France,Food,819.63,258.0
2018-02-27,China,France,Machinery,2129.97,83.0
2012-11-29,India,France,Pharmaceuticals,14637.38,72.0
2017-05-09,USA,France,Pharmaceuticals,5354.11,46.0
2011-04-24,Canada,Brazil,Textiles,13902.12,16.0
2020-05-28,Germany,India,Electronics,1012.76,434.0
2021-01-24,Russia,China,Textiles,12495.45,1050.0
2018-02-07,China,India,Chemicals,28929.46,312.0
2018-09-25,Brazil,USA,Machinery,33456.79,352.0
2011-05-04,Russia,China,Electronics,18963.69,37.0
2010-07-20,Canada,Japan,Electronics,1128.91,1289.0
2018-05-15,China,Japan,Chemicals,8647.71,221.0
2013-10-17,Canada,USA,Chemicals,6368.99,637.0
2018-06-03,Italy,France,Pharmaceuticals,14314.31,165.0
2016-10-18,Canada,France,Chemicals,32170.57,1365.0
2012-09-05,Germany,Russia,Pharmaceuticals,1536.57,153.0
2016-05-18,Japan,Canada,Vehicles,4349.15,106.0
2017-02-08,France,China,Chemicals,21182.79,128.0
2012-02-21,Japan,India,Electronics,2350.04,79.0
2014-07-03,Brazil,Canada,Textiles,674.9,7.0
2022-12-02,France,China,Textiles,555.41,674.0
2014-04-09,Brazil,Italy,Textiles,3673.7,764.0
2017-03-25,Japan,Russia,Electronics,20682.56,323.0
2012-08-07,USA,Russia,Textiles,1858.71,669.0
2015-08-18,Japan,Italy,Machinery,21405.14,2433.0
2012-06-15,China,France,Textiles,9971.61,981.0
2010-09-08,Canada,India,Vehicles,28051.82,485.0
2010-03-19,France,USA,Food,2133.04,4.0
2019-08-04,India,Japan,Vehicles,4620.81,144.0
2012-11-15,Italy,Russia,Pharmaceuticals,1629.03,468.0
2019-12-08,Japan,France,Electronics,39489.26,45.0
2016-01-17,Russia,France,Food,7815.12,252.0
2014-07-13,China,Brazil,Machinery,13185.68,860.0
2020-10-04,India,Germany,Pharmaceuticals,126.16,79.0
2014-02-09,Canada,Japan,Vehicles,10533.72,60.0
2013-03-15,USA,Brazil,Food,9056.45,2352.0
2010-12-06,Italy,USA,Textiles,9607.33,129.0
2011-09-11,France,Germany,Machinery,4469.72,2070.0
2019-10-28,Brazil,Russia,Vehicles,26038.47,75.0
2015-06-03,USA,Russia,Electronics,2277.92,468.0
2014-05-22,France,Italy,Food,6337.12,3279.0
2016-05-17,Canada,India,Pharmaceuticals,29316.97,9.0
2013-01-31,France,Japan,Chemicals,25274.3,1251.0
2016-01-13,Russia,Canada,Electronics,17429.37,678.0
2010-09-15,USA,Italy,Vehicles,15369.17,100.0
2014-09-06,Italy,Canada,Machinery,10797.16,187.0
2014-01-09,Germany,India,Textiles,3849.82,496.0
2010-02-28,Brazil,Japan,Machinery,4380.13,2298.0
2011-06-10,Germany,India,Pharmaceuticals,4793.85,621.0
2016-12-13,Germany,Brazil,Vehicles,871.5,4.0
2010-04-08,France,India,Chemicals,23652.42,100.0
2018-07-03,China,Russia,Electronics,11019.73,111.0
2010-04-25,France,Italy,Machinery,6201.29,7.0
2021-04-10,France,Brazil,Chemicals,588.42,103.0
2015-07-11,Brazil,Italy,Pharmaceuticals,6978.92,85.0
2015-12-08,Japan,Brazil,Pharmaceuticals,12909.61,384.0
2012-02-14,Russia,USA,Food,12739.71,1676.0
2017-02-26,Germany,India,Chemicals,25885.06,1023.0
2016-02-05,Brazil,USA,Chemicals,22814.74,808.0
2020-12-19,France,Japan,Textiles,636.69,412.0
2017-11-11,Germany,Japan,Electronics,9837.43,33.0
2017-02-15,India,Brazil,Food,2153.4,224.0
2018-08-22,Italy,Canada,Chemicals,14092.18,377.0
2010-10-25,Canada,Russia,Pharmaceuticals,6858.83,132.0
2013-01-22,India,USA,Textiles,55813.88,902.0
2018-01-22,Japan,USA,Textiles,30875.27,292.0
2022-08-22,USA,Germany,Electronics,6136.77,509.0
2019-06-23,Russia,Japan,Textiles,7046.25,1754.0
2015-04-29,Germany,Brazil,Electronics,6423.67,670.0
2022-07-23,China,Japan,Food,12823.56,4075.0
2020-11-29,India,France,Vehicles,802.24,69.0
2017-11-12,Italy,India,Machinery,5174.22,429.0
2012-01-03,Brazil,Italy,Electronics,3948.17,19.0
2019-08-17,Canada,Russia,Food,17617.76,861.0
2021-06-17,China,Italy,Vehicles,3500.26,1281.0
2020-05-03,India,Brazil,Textiles,1344.9,8.0
2018-07-14,Canada,Brazil,Electronics,28219.33,304.0
2017-05-29,Japan,Canada,Textiles,3018.97,161.0
2013-12-20,Italy,India,Machinery,14135.57,908.0
2020-09-17,Brazil,USA,Vehicles,2325.02,748.0
2011-03-23,Germany,USA,Chemicals,2425.65,1064.0
2017-07-05,Japan,Canada,Chemicals,7810.19,1436.0
2013-03-21,Japan,USA,Textiles,24693.55,483.0
2015-04-12,India,USA,Textiles,3000.92,542.0
2016-09-22,Germany,India,Textiles,21907.53,535.0
2016-06-30,Japan,Brazil,Pharmaceuticals,2296.64,32.0
2014-09-09,China,Japan,Food,6174.56,317.0
2017-09-29,Japan,Germany,Vehicles,762.0,32.0
2014-01-13,China,Japan,Vehicles,16242.51,300.0
2014-06-18,Japan,India,Chemicals,5268.13,1055.0
2021-06-14,France,Japan,Vehicles,10065.71,301.0
2020-12-17,India,Russia,Vehicles,17609.4,474.0
2013-09-06,Germany,Italy,Food,13112.31,827.0
2022-07-05,India,Italy,Electronics,8861.61,160.0
2010-11-03,USA,Italy,Vehicles,2371.36,1111.0
2020-03-01,Germany,China,Textiles,1680.67,158.0
2013-03-13,Italy,Japan,Textiles,37763.56,509.0
2019-10-31,Russia,India,Textiles,5303.69,106.0
2022-05-16,Germany,Brazil,Machinery,3642.97,513.0
2012-03-13,Japan,Brazil,Textiles,9647.84,255.0
2010-10-07,Italy,Germany,Food,1738.96,410.0
2020-11-25,Canada,Italy,Textiles,11700.83,1462.0
2018-02-27,Canada,Germany,Vehicles,5738.38,166.0
2018-05-15,China,Russia,Textiles,20429.72,65.0
2021-05-15,USA,Italy,Food,12958.79,367.0
2011-12-04,India,Russia,Textiles,6840.24,453.0
2011-11-21,Brazil,Germany,Machinery,6014.42,463.0
2010-04-26,USA,China,Food,16863.12,110.0
2020-07-29,USA,Italy,Textiles,6762.26,374.0
2018-06-11,Canada,USA,Textiles,29989.5,187.0
2015-12-23,China,Canada,Chemicals,8599.2,251.0
2014-10-01,Brazil,India,Textiles,6741.52,1443.0
2011-06-16,India,Russia,Pharmaceuticals,4990.93,220.0
2017-06-20,India,Germany,Machinery,29836.59,159.0
2022-08-06,USA,India,Food,5990.98,90.0
2021-05-05,India,Japan,Food,6775.02,836.0
2022-10-30,Japan,Canada,Machinery,35630.75,219.0
2020-06-01,Japan,Russia,Pharmaceuticals,14272.82,758.0
2013-01-06,USA,Italy,Machinery,4313.09,162.0
2010-08-13,USA,Germany,Chemicals,14378.22,347.0
2012-03-10,Canada,Brazil,Vehicles,515.17,698.0
2017-05-25,Japan,India,Pharmaceuticals,8938.2,125.0
2010-03-12,Italy,Japan,Machinery,3722.93,55.0
2021-09-14,India,Brazil,Textiles,4826.57,772.0
2018-12-20,Canada,India,Chemicals,7527.94,49.0
2019-10-04,Italy,Brazil,Chemicals,16445.93,136.0
2015-08-26,China,USA,Machinery,27480.81,888.0
2015-01-19,Brazil,India,Textiles,3447.22,468.0
2022-02-18,USA,Japan,Textiles,2083.84,289.0
2014-03-15,Russia,USA,Pharmaceuticals,11701.17,228.0
2020-11-27,Japan,China,Pharmaceuticals,6928.81,123.0
2018-06-13,China,USA,Electronics,1187.49,562.0
2014-01-18,Germany,Canada,Pharmaceuticals,13677.55,1780.0
2014-12-19,China,Germany,Chemicals,4415.35,174.0
2011-04-20,Brazil,France,Food,18668.52,85.0
2020-01-13,France,Canada,Textiles,3787.87,753.0
2011-02-25,Germany,Italy,Chemicals,2838.85,74.0
2010-02-19,Canada,Russia,Pharmaceuticals,3583.82,145.0
2016-05-12,China,Japan,Chemicals,6356.18,120.0
2013-10-26,Italy,China,Electronics,41909.05,266.0
2012-12-18,France,Russia,Food,606.09,810.0
2022-05-13,India,Brazil,Electronics,5219.32,8.0
2016-12-31,Canada,Brazil,Food,16157.16,7.0
2018-01-20,France,Italy,Vehicles,19956.73,343.0
2019-05-15,USA,Russia,Machinery,6059.65,441.0
2021-10-14,Brazil,France,Vehicles,17094.22,314.0
2014-03-18,France,India,Textiles,9106.83,76.0
2010-09-06,Japan,Canada,Pharmaceuticals,13688.8,673.0
2014-04-16,Germany,India,Pharmaceuticals,11805.64,477.0
2013-10-24,China,Germany,Vehicles,5133.86,1510.0
2016-03-07,Brazil,Japan,Pharmaceuticals,211.4,1711.0
2017-09-15,Russia,Canada,Vehicles,6382.01,399.0
2022-04-04,India,China,Chemicals,4186.65,693.0
2014-10-23,China,Japan,Pharmaceuticals,16433.25,295.0
2010-07-10,France,India,Textiles,17227.13,242.0
2013-05-01,India,USA,Vehicles,14835.17,347.0
2013-04-19,Canada,Russia,Chemicals,1473.61,0.0
2012-02-29,USA,France,Food,3845.99,424.0
2021-10-10,Russia,Brazil,Electronics,7727.14,246.0
2014-12-13,Brazil,Italy,Textiles,8360.02,37.0
2012-06-06,India,Canada,Vehicles,118.99,395.0
2020-12-24,Germany,China,Vehicles,2412.11,632.0
2019-12-08,India,Canada,Machinery,22911.88,1061.0
2014-10-27,Canada,Italy,Vehicles,134.59,125.0
2012-07-14,Japan,Italy,Machinery,520.25,120.0
2014-10-01,Italy,Japan,Pharmaceuticals,7216.95,681.0
2021-08-02,USA,Japan,Machinery,1750.31,1.0
2021-06-29,Brazil,Italy,Electronics,52847.21,1822.0
2010-06-02,Italy,Japan,Food,4800.98,108.0
2021-08-13,China,USA,Vehicles,7685.67,2170.0
2014-09-15,Japan,Brazil,Food,504.31,195.0
2010-10-09,Japan,Brazil,Vehicles,16289.68,703.0
2017-02-14,Russia,India,Electronics,14463.48,111.0
2013-04-29,France,Italy,Machinery,14733.28,523.0
2017-07-04,USA,Japan,Chemicals,20618.54,526.0
2021-10-26,Japan,Germany,Pharmaceuticals,24693.75,80.0
2021-04-27,Japan,Russia,Textiles,5610.41,413.0
2014-06-15,Japan,France,Electronics,46.93,141.0
2020-10-31,China,Japan,Textiles,1382.36,690.0
2020-07-12,USA,France,Pharmaceuticals,5744.75,452.0
2011-07-11,Canada,Russia,Food,27801.88,56.0
2018-09-13,France,Japan,Food,1115.33,233.0
2011-05-09,Germany,Italy,Vehicles,39846.23,2033.0
2018-12-19,Germany,France,Vehicles,7742.53,83.0
2019-02-01,France,Canada,Food,5375.24,1.0
2020-08-29,Italy,China,Food,7332.23,150.0
2017-03-06,USA,India,Pharmaceuticals,3958.24,286.0
2013-10-20,Japan,Canada,Machinery,11676.82,425.0
2017-10-09,France,China,Textiles,3210.82,1274.0
2011-01-26,Japan,China,Chemicals,7376.52,5.0
2010-12-25,China,Brazil,Vehicles,7059.81,588.0
2022-07-14,USA,Italy,Chemicals,2685.0,270.0
2015-08-23,Japan,USA,Electronics,801.64,22.0
2016-10-23,Japan,China,Pharmaceuticals,1021.69,1088.0
2010-07-23,France,Japan,Vehicles,14324.79,932.0
2012-09-13,Germany,China,Textiles,11274.02,442.0
2019-07-25,USA,Italy,Machinery,20100.52,299.0
2016-04-28,Italy,USA,Chemicals,4509.38,624.0
2012-06-05,Russia,Brazil,Food,7535.99,306.0
2014-03-18,Russia,Brazil,Food,17297.04,14.0
2014-03-03,Brazil,Japan,Pharmaceuticals,17072.62,1061.0
2013-05-11,Brazil,France,Textiles,11308.7,323.0
2017-06-08,Japan,France,Electronics,8106.79,125.0
2016-11-21,USA,Canada,Textiles,25576.99,517.0
2012-11-02,Italy,France,Machinery,32375.89,316.0
2015-02-22,Germany,Brazil,Food,12655.64,77.0
2017-01-02,Italy,India,Vehicles,4591.3,138.0
2020-07-01,Canada,Germany,Chemicals,11093.34,577.0
2011-07-24,Italy,Germany,Electronics,38990.99,221.0
2016-11-23,USA,Italy,Food,12887.67,978.0
2013-10-08,Russia,France,Vehicles,3998.15,189.0
2010-04-16,Italy,USA,Machinery,25184.49,57.0
2011-10-22,India,Germany,Pharmaceuticals,6571.45,295.0
2015-01-10,China,Canada,Chemicals,20756.12,24.0
2017-07-07,India,Brazil,Chemicals,9538.45,335.0
2012-08-29,Japan,India,Food,7820.36,88.0
2020-04-30,Canada,Brazil,Machinery,8428.2,49.0
2015-10-22,China,Brazil,Textiles,394.36,111.0
2016-08-23,Germany,Japan,Chemicals,29177.85,875.0
2019-07-21,India,China,Electronics,5248.42,459.0
2019-03-08,China,Japan,Vehicles,3765.33,35.0
2022-01-08,Germany,Japan,Machinery,3161.97,176.0
2014-03-22,USA,India,Textiles,20195.61,166.0
2019-02-12,USA,Germany,Vehicles,2010.61,122.0
2010-11-13,Brazil,Japan,Chemicals,6991.25,633.0
2016-08-06,Japan,Canada,Vehicles,15704.46,210.0
2022-02-04,China,Germany,Pharmaceuticals,13475.1,449.0
2014-11-30,USA,Germany,Vehicles,5086.35,5.0
2012-06-03,France,Germany,Machinery,10797.44,429.0
2013-05-31,USA,Russia,Textiles,1484.28,614.0
2017-06-26,Italy,Germany,Chemicals,7918.64,282.0
2021-09-14,Italy,USA,Pharmaceuticals,4664.12,11.0
2016-10-07,Canada,Russia,Food,8315.99,536.0
2020-08-19,India,China,Electronics,53957.23,1913.0
2018-05-25,France,Russia,Vehicles,40168.16,123.0
2017-10-09,Italy,China,Food,2351.27,190.0
2017-02-26,USA,Russia,Machinery,4630.61,412.0
2010-07-08,Canada,Brazil,Textiles,14808.64,1116.0
2022-05-22,Japan,Russia,Pharmaceuticals,4084.91,745.0
2010-10-28,Canada,USA,Chemicals,11158.71,57.0
2016-03-30,China,Brazil,Food,14245.44,437.0
